playerName,kicks W Mean,kicks FP,kicks Scalar,handballs W Mean,handballs FP,handballs Scalar,marks W Mean,marks FP,marks Scalar,tackles W Mean,tackles FP,tackles Scalar,freesFor W Mean,freesFor FP,freesFor Scalar,freesAgainst W Mean,freesAgainst FP,freesAgainst Scalar,goals W Mean,goals FP,goals Scalar,behinds W Mean,behinds FP,behinds Scalar,disposals W Mean,disposals Scalar,uncontestedPossessions W Mean,uncontestedPossessions Scalar,contestedPossessions W Mean,contestedPossessions Scalar,contestedMarks W Mean,contestedMarks Scalar,uncontestedMarks W Mean,uncontestedMarks Scalar,clearances.totalClearances W Mean,clearances.totalClearances Scalar,inside50s W Mean,inside50s Scalar,disposalEfficiency W Mean,disposalEfficiency Scalar,rebound50s W Mean,rebound50s Scalar,metresGained W Mean,metresGained Scalar,extendedStats.kickEfficiency W Mean,extendedStats.kickEfficiency Scalar,extendedStats.interceptMarks W Mean,extendedStats.interceptMarks Scalar,extendedStats.scoreLaunches W Mean,extendedStats.scoreLaunches Scalar,extendedStats.kickins W Mean,extendedStats.kickins Scalar,extendedStats.kickinsPlayon W Mean,extendedStats.kickinsPlayon Scalar,dreamTeamPoints W Mean,dreamTeamPoints Trend,dreamTeamPoints Scalar,dreamTeamPoints FP
Jake Kolodjashnij,8.0,24.0,-21.83,4.0,8.0,-26.13,6.0,18.0,20.02,2.0,8.0,-0.94,1.0,1.0,52.21,0.0,-0.0,-100.0,0.0,0.0,-100.0,0.0,0.0,-100.0,12.0,-23.32,6.0,-38.39,6.0,22.85,1.0,76.37,5.0,12.84,0.0,-100.0,2.0,34.95,100.0,25.65,1.0,-67.92,194.0,-26.66,100.0,31.59,2.0,41.04,3.0,203.03,0.0,-100.0,0.0,-100.0,59.0,-0.0,-8.44,59.0
Jake Lever,9.23,27.69,-9.81,5.53,11.06,2.12,6.72,20.16,34.43,1.47,5.88,-27.19,0.75,0.75,14.16,0.98,-2.94,49.39,0.09,0.54,-34.31,0.0,0.0,-100.0,14.76,-5.68,8.79,-9.74,5.79,18.55,0.85,49.91,5.87,32.48,0.37,-42.99,1.13,-23.75,79.55,-0.05,4.11,31.86,250.87,-5.16,83.08,9.33,3.32,134.13,1.11,12.12,0.1,-91.17,0.08,-92.01,63.1,12.54,-2.07,63.14
Jake Lloyd,15.8,47.4,54.39,7.5,15.0,38.5,6.8,20.4,36.03,2.4,9.6,18.87,0.4,0.4,-39.12,0.5,-1.5,-23.78,0.2,1.2,45.99,0.1,0.1,-21.88,23.3,48.89,15.2,56.07,5.2,6.47,0.3,-47.09,6.5,46.69,1.0,54.08,2.9,95.68,86.53,8.73,5.2,66.83,402.1,52.01,85.66,12.72,1.2,-15.37,1.6,61.62,3.3,191.52,3.1,209.69,92.6,-0.0,43.71,92.6
James Blanck,5.4,16.2,-47.23,3.07,6.14,-43.31,2.86,8.58,-42.79,2.45,9.8,21.35,0.45,0.45,-31.51,0.62,-1.86,-5.49,0.0,0.0,-100.0,0.0,0.0,-100.0,8.48,-45.81,5.0,-48.66,3.36,-31.2,0.69,21.69,2.17,-51.03,0.26,-59.94,0.14,-90.55,84.14,5.72,2.1,-32.63,75.4,-71.5,78.23,2.94,1.43,0.85,0.31,-68.69,0.0,-100.0,0.0,-100.0,39.33,-2.08,-38.96,39.31
James Borlase,6.74,20.22,-34.14,4.91,9.82,-9.33,4.54,13.62,-9.18,1.77,7.08,-12.33,1.17,1.17,78.08,0.34,-1.02,-48.17,0.0,0.0,-100.0,0.0,0.0,-100.0,11.66,-25.49,7.06,-27.51,4.94,1.15,0.49,-13.58,4.06,-8.37,0.14,-78.43,0.51,-65.59,83.35,4.73,2.03,-34.87,135.94,-48.61,86.11,13.31,1.29,-9.03,1.11,12.12,0.0,-100.0,0.0,-100.0,50.91,-24.24,-20.99,50.89
James O'Donnell,9.72,29.16,-5.02,2.33,4.66,-56.97,5.95,17.85,19.02,1.62,6.48,-19.76,0.1,0.1,-84.78,1.14,-3.42,73.78,0.0,0.0,-100.0,0.0,0.0,-100.0,12.05,-23.0,9.24,-5.12,2.43,-50.25,1.05,85.19,4.9,10.58,0.1,-84.59,1.28,-13.63,83.8,5.29,3.33,6.83,235.95,-10.8,80.46,5.88,2.19,54.44,1.53,54.55,0.0,-100.0,0.0,-100.0,54.81,-4.96,-14.94,54.83
James Sicily,15.53,46.59,51.75,6.0,12.0,10.8,8.33,24.99,66.63,1.13,4.52,-44.03,1.28,1.28,94.82,0.81,-2.43,23.48,0.56,3.36,308.76,0.25,0.25,95.31,21.53,37.58,13.8,41.7,5.35,9.54,1.17,106.35,7.15,61.36,0.24,-63.02,2.32,56.55,82.18,3.26,5.11,63.94,453.4,71.4,82.53,8.6,2.59,82.65,1.56,57.58,2.17,91.7,2.14,113.79,90.55,-8.51,40.52,90.56
James Trezise,9.0,27.0,-12.06,6.0,12.0,10.8,5.0,15.0,0.02,4.0,16.0,98.12,2.0,2.0,204.41,3.0,-9.0,357.32,0.0,0.0,-100.0,0.0,0.0,-100.0,15.0,-4.15,8.0,-17.86,7.0,43.33,0.0,-100.0,5.0,12.84,0.0,-100.0,1.0,-32.52,80.0,0.52,2.0,-35.84,171.0,-35.36,77.8,2.38,1.0,-29.48,0.0,-100.0,1.0,-11.66,1.0,-0.1,63.0,-0.0,-2.23,63.0
James Worpel,9.0,27.0,-12.06,16.0,32.0,195.48,1.0,3.0,-80.0,3.0,12.0,48.59,0.0,0.0,-100.0,0.0,-0.0,-100.0,0.0,0.0,-100.0,0.0,0.0,-100.0,25.0,59.75,9.0,-7.59,16.0,227.6,0.0,-100.0,1.0,-77.43,7.0,978.58,5.0,237.38,56.0,-29.64,1.0,-67.92,163.0,-38.38,22.2,-70.79,0.0,-100.0,0.0,-100.0,0.0,-100.0,0.0,-100.0,74.0,-0.0,14.84,74.0
Jarman Impey,12.71,38.13,24.19,5.93,11.86,9.51,5.86,17.58,17.22,1.43,5.72,-29.17,0.93,0.93,41.55,1.0,-3.0,52.44,0.0,0.0,-100.0,0.43,0.43,235.94,18.64,19.11,13.5,38.62,5.64,15.48,0.21,-62.96,5.64,27.29,0.57,-12.17,3.93,165.18,69.37,-12.84,4.0,28.33,387.43,46.46,59.5,-21.7,2.07,45.98,1.5,51.52,0.14,-87.63,0.0,-100.0,71.64,4.01,11.18,71.65
Jarrod Lienert,10.0,30.0,-2.29,5.0,10.0,-7.66,5.0,15.0,0.02,4.0,16.0,98.12,1.0,1.0,52.21,0.0,-0.0,-100.0,0.0,0.0,-100.0,0.0,0.0,-100.0,15.0,-4.15,10.0,2.68,4.0,-18.1,0.0,-100.0,5.0,12.84,2.0,208.17,2.0,34.95,86.7,8.94,1.0,-67.92,210.0,-20.61,80.0,5.27,0.0,-100.0,1.0,1.01,2.0,76.68,2.0,99.8,74.0,-0.0,14.84,72.0
Jason Johannisen,14.0,42.0,36.8,4.0,8.0,-26.13,8.0,24.0,60.03,3.0,12.0,48.59,0.0,0.0,-100.0,0.0,-0.0,-100.0,1.0,6.0,629.93,0.0,0.0,-100.0,18.0,15.02,12.0,23.22,2.0,-59.05,1.0,76.37,7.0,57.98,0.0,-100.0,1.0,-32.52,83.3,4.67,4.0,28.33,317.0,19.84,85.7,12.77,2.0,41.04,3.0,203.03,3.0,165.02,3.0,199.7,92.0,-0.0,42.78,92.0
Jayden Laverde,9.3,27.9,-9.13,5.79,11.58,6.93,6.37,19.11,27.43,2.2,8.8,8.96,0.54,0.54,-17.81,0.84,-2.52,28.05,0.1,0.6,-27.01,0.01,0.01,-92.19,15.08,-3.64,11.16,14.59,3.84,-21.38,0.72,26.98,5.65,27.51,0.38,-41.45,1.19,-19.7,88.41,11.09,3.41,9.4,274.35,3.71,85.52,12.54,1.69,19.18,1.06,7.07,0.0,-100.0,0.0,-100.0,66.06,1.22,2.52,66.02
Jayden Short,21.0,63.0,105.2,2.0,4.0,-63.07,3.0,9.0,-39.99,2.0,8.0,-0.94,0.0,0.0,-100.0,2.0,-6.0,204.88,0.0,0.0,-100.0,0.0,0.0,-100.0,23.0,46.97,11.0,12.95,1.0,-79.52,0.0,-100.0,3.0,-32.3,0.0,-100.0,3.0,102.43,87.0,9.32,4.0,28.33,498.0,88.26,85.7,12.77,0.0,-100.0,2.0,102.02,9.0,695.05,9.0,799.1,78.0,-0.0,21.05,78.0
Jed Walter,3.0,9.0,-70.69,2.0,4.0,-63.07,2.0,6.0,-59.99,3.0,12.0,48.59,1.0,1.0,52.21,1.0,-3.0,52.44,0.0,0.0,-100.0,1.0,1.0,681.25,5.0,-68.05,1.0,-89.73,3.0,-38.57,1.0,76.37,1.0,-77.43,0.0,-100.0,2.0,34.95,60.0,-24.61,0.0,-100.0,101.0,-61.82,33.3,-56.18,0.0,-100.0,1.0,1.01,0.0,-100.0,0.0,-100.0,37.0,-0.0,-42.58,30.0
Jeremy Howe,11.53,34.59,12.66,3.45,6.9,-36.29,5.41,16.23,8.22,1.29,5.16,-36.11,0.44,0.44,-33.03,0.48,-1.44,-26.83,0.24,1.44,75.18,0.12,0.12,-6.25,14.99,-4.21,8.33,-14.47,3.12,-36.12,0.81,42.86,4.6,3.81,0.12,-81.51,1.06,-28.48,79.75,0.21,5.17,65.86,326.09,23.27,79.22,4.25,1.74,22.71,0.5,-49.49,3.68,225.09,3.31,230.67,63.42,15.71,-1.58,63.44
Jeremy McGovern,14.76,44.28,44.23,5.28,10.56,-2.49,6.18,18.54,23.62,1.36,5.44,-32.64,0.85,0.85,29.38,0.44,-1.32,-32.93,0.04,0.24,-70.8,0.09,0.09,-29.69,20.04,28.06,8.61,-11.59,6.23,27.56,1.36,139.86,4.82,8.78,0.37,-42.99,0.96,-35.22,85.19,7.04,6.87,120.4,437.54,65.41,86.68,14.06,3.18,124.26,1.94,95.96,5.52,387.63,5.24,423.48,78.83,5.04,22.34,78.68
Jimmy Webster,9.14,27.42,-10.69,5.82,11.64,7.48,3.21,9.63,-35.79,2.64,10.56,30.76,1.71,1.71,160.27,0.07,-0.21,-89.33,0.0,0.0,-100.0,0.0,0.0,-100.0,14.96,-4.4,8.5,-12.72,5.43,11.18,0.0,-100.0,3.21,-27.56,0.0,-100.0,1.75,18.08,91.33,14.76,3.14,0.74,223.86,-15.37,86.67,14.05,0.04,-97.18,0.07,-92.93,1.14,0.71,1.04,3.9,60.79,5.26,-5.66,60.75
Joe Daniher,8.0,24.0,-21.83,2.0,4.0,-63.07,6.0,18.0,20.02,0.0,0.0,-100.0,1.0,1.0,52.21,1.0,-3.0,52.44,2.0,12.0,1359.85,2.0,2.0,1462.5,10.0,-36.1,7.0,-28.12,2.0,-59.05,1.0,76.37,5.0,12.84,0.0,-100.0,2.0,34.95,50.0,-37.17,0.0,-100.0,266.0,0.56,37.5,-50.65,0.0,-100.0,0.0,-100.0,0.0,-100.0,0.0,-100.0,59.0,-0.0,-8.44,58.0
Joel Hamling,7.0,21.0,-31.6,7.0,14.0,29.27,8.0,24.0,60.03,1.0,4.0,-50.47,0.0,0.0,-100.0,0.0,-0.0,-100.0,0.0,0.0,-100.0,0.0,0.0,-100.0,14.0,-10.54,9.0,-7.59,4.0,-18.1,0.0,-100.0,8.0,80.55,0.0,-100.0,0.0,-100.0,85.7,7.68,2.0,-35.84,74.0,-72.03,85.7,12.77,2.0,41.04,0.0,-100.0,0.0,-100.0,0.0,-100.0,63.0,-0.0,-2.23,63.0
Joel Smith,3.0,9.0,-70.69,2.0,4.0,-63.07,1.0,3.0,-80.0,3.0,12.0,48.59,0.0,0.0,-100.0,1.0,-3.0,52.44,1.0,6.0,629.93,0.0,0.0,-100.0,5.0,-68.05,1.0,-89.73,4.0,-18.1,1.0,76.37,0.0,-100.0,0.0,-100.0,0.0,-100.0,80.0,0.52,1.0,-67.92,74.0,-72.03,66.7,-12.23,0.0,-100.0,0.0,-100.0,0.0,-100.0,0.0,-100.0,31.0,-0.0,-51.89,31.0
John Noble,16.67,50.01,62.89,7.33,14.66,35.36,8.0,24.0,60.03,1.33,5.32,-34.13,0.33,0.33,-49.77,0.33,-0.99,-49.7,0.33,1.98,140.88,0.0,0.0,-100.0,24.0,53.36,19.0,95.09,3.33,-31.82,0.33,-41.8,7.67,73.1,1.33,104.93,3.67,147.64,86.47,8.65,5.33,71.0,506.67,91.54,84.1,10.67,1.33,-6.21,1.33,34.34,1.67,47.53,1.67,66.83,95.33,-0.0,47.94,95.31
Jordan Boyd,11.85,35.55,15.79,2.76,5.52,-49.03,3.28,9.84,-34.39,1.47,5.88,-27.19,1.19,1.19,81.13,0.38,-1.14,-42.07,0.28,1.68,104.38,0.1,0.1,-21.88,14.62,-6.58,8.24,-15.39,3.72,-23.83,0.0,-100.0,3.28,-25.98,0.72,10.94,1.43,-3.51,79.36,-0.28,3.1,-0.55,317.48,20.02,77.68,2.22,0.19,-86.6,1.05,6.06,3.34,195.05,3.24,223.68,58.71,5.78,-8.89,58.62
Jordan Clark,13.0,39.0,27.03,17.0,34.0,213.94,4.0,12.0,-19.98,4.0,16.0,98.12,1.0,1.0,52.21,0.0,-0.0,-100.0,0.0,0.0,-100.0,1.0,1.0,681.25,30.0,91.71,25.0,156.7,5.0,2.38,0.0,-100.0,4.0,-9.73,0.0,-100.0,4.0,169.91,83.3,4.67,4.0,28.33,472.0,78.43,76.9,1.19,0.0,-100.0,0.0,-100.0,0.0,-100.0,0.0,-100.0,103.0,-0.0,59.85,103.0
Jordan Dawson,18.86,56.58,84.29,6.14,12.28,13.39,5.71,17.13,14.22,2.43,9.72,20.36,0.43,0.43,-34.55,0.0,-0.0,-100.0,0.07,0.42,-48.91,0.43,0.43,235.94,25.0,59.75,15.57,59.87,2.93,-40.01,0.07,-87.65,5.64,27.29,0.5,-22.96,2.5,68.69,84.49,6.16,7.5,140.62,601.0,127.2,82.46,8.51,2.0,41.04,3.21,224.24,6.5,474.2,5.57,456.44,97.0,-1.27,50.53,96.99
Jordan Ridley,15.94,47.82,55.76,5.89,11.78,8.77,8.59,25.77,71.83,1.05,4.2,-47.99,0.59,0.59,-10.2,0.74,-2.22,12.8,0.08,0.48,-41.61,0.12,0.12,-6.25,21.83,39.5,14.05,44.27,4.7,-3.77,1.16,104.59,7.43,67.68,0.12,-81.51,0.38,-74.36,91.07,14.43,4.72,51.43,310.97,17.56,92.55,21.79,2.43,71.37,1.4,41.41,3.16,179.15,2.96,195.7,88.55,11.09,37.42,88.54
Jordon Butts,6.92,20.76,-32.38,4.56,9.12,-15.79,5.13,15.39,2.62,1.25,5.0,-38.09,1.06,1.06,61.34,0.39,-1.17,-40.55,0.0,0.0,-100.0,0.0,0.0,-100.0,11.48,-26.64,7.39,-24.12,3.9,-20.15,0.74,30.51,4.4,-0.7,0.19,-70.72,0.9,-39.27,85.42,7.33,2.51,-19.47,168.32,-36.37,83.24,9.54,2.15,51.62,0.87,-12.12,0.0,-100.0,0.0,-100.0,50.16,7.43,-22.16,50.16
Josh Battle,13.0,39.0,27.03,3.67,7.34,-32.23,7.67,23.01,53.43,2.0,8.0,-0.94,0.44,0.44,-33.03,0.89,-2.67,35.67,0.0,0.0,-100.0,0.0,0.0,-100.0,16.67,6.52,10.78,10.69,4.67,-4.38,0.89,56.97,6.78,53.01,0.44,-32.2,1.44,-2.83,81.43,2.32,3.44,10.36,324.67,22.74,80.63,6.1,2.56,80.54,0.89,-10.1,0.89,-21.38,0.67,-33.07,75.22,-0.0,16.73,75.12
Josh Bruce,6.0,18.0,-41.37,5.67,11.34,4.71,6.33,18.99,26.63,1.67,6.68,-17.29,0.67,0.67,1.98,1.67,-5.01,154.57,0.0,0.0,-100.0,0.0,0.0,-100.0,11.67,-25.43,9.67,-0.71,2.67,-45.33,0.33,-41.8,6.0,35.41,0.0,-100.0,0.0,-100.0,75.8,-4.76,2.67,-14.34,112.0,-57.66,71.67,-5.69,1.33,-6.21,0.33,-66.67,0.0,-100.0,0.0,-100.0,50.67,-0.0,-21.37,50.67
Josh Rotham,5.69,17.07,-44.4,2.06,4.12,-61.96,4.8,14.4,-3.98,1.11,4.44,-45.02,0.14,0.14,-78.69,0.26,-0.78,-60.37,0.0,0.0,-100.0,0.0,0.0,-100.0,7.74,-50.54,5.77,-40.75,1.69,-65.4,0.46,-18.87,4.34,-2.05,0.0,-100.0,0.14,-90.55,78.58,-1.26,1.2,-61.5,117.2,-55.69,72.39,-4.74,1.0,-29.48,0.51,-48.48,0.43,-62.01,0.43,-57.04,39.4,-15.54,-38.86,39.39
Josh Sinn,12.0,36.0,17.26,4.0,8.0,-26.13,4.0,12.0,-19.98,0.0,0.0,-100.0,0.0,0.0,-100.0,0.0,-0.0,-100.0,0.0,0.0,-100.0,0.0,0.0,-100.0,16.0,2.24,12.0,23.22,2.0,-59.05,0.0,-100.0,4.0,-9.73,0.0,-100.0,1.0,-32.52,68.8,-13.55,3.0,-3.75,415.0,56.88,66.7,-12.23,0.0,-100.0,1.0,1.01,1.0,-11.66,1.0,-0.1,56.0,-0.0,-13.09,56.0
Josh Walker,8.86,26.58,-13.43,6.0,12.0,10.8,6.29,18.87,25.83,1.0,4.0,-50.47,1.29,1.29,96.35,0.57,-1.71,-13.11,0.0,0.0,-100.0,0.0,0.0,-100.0,14.86,-5.04,8.43,-13.44,5.71,16.91,1.14,101.06,5.14,16.0,0.14,-78.43,0.29,-80.43,77.61,-2.48,4.29,37.63,192.57,-27.2,74.8,-1.57,2.29,61.5,0.71,-28.28,0.0,-100.0,0.0,-100.0,61.0,-0.0,-5.33,61.03
Josh Worrell,10.7,32.1,4.55,3.9,7.8,-27.98,3.8,11.4,-23.98,2.2,8.8,8.96,0.9,0.9,36.99,0.5,-1.5,-23.78,0.0,0.0,-100.0,0.0,0.0,-100.0,14.6,-6.7,7.4,-24.02,5.9,20.8,0.4,-29.45,3.4,-23.27,0.5,-22.96,1.8,21.46,80.44,1.07,5.0,60.41,341.9,29.25,82.43,8.47,1.1,-22.43,1.1,11.11,2.1,85.51,1.7,69.83,59.5,-0.0,-7.66,59.5
Joshua Draper,7.6,22.8,-25.74,7.4,14.8,36.66,5.2,15.6,4.02,0.6,2.4,-70.28,0.6,0.6,-8.68,0.2,-0.6,-69.51,0.0,0.0,-100.0,0.0,0.0,-100.0,15.0,-4.15,9.6,-1.43,5.8,18.76,1.0,76.37,4.2,-5.21,0.0,-100.0,0.6,-59.51,85.94,7.98,2.4,-23.0,177.0,-33.09,85.32,12.27,1.4,-1.27,1.0,1.01,0.0,-100.0,0.0,-100.0,55.6,-0.0,-13.71,55.6
Kane Farrell,11.8,35.4,15.3,3.91,7.82,-27.79,3.49,10.47,-30.19,1.63,6.52,-19.27,0.26,0.26,-60.43,0.83,-2.49,26.52,0.0,0.0,-100.0,0.17,0.17,32.81,15.71,0.39,10.06,3.3,3.29,-32.64,0.09,-84.13,3.4,-23.27,0.26,-59.94,2.4,61.94,82.78,4.01,3.34,7.15,401.51,51.79,81.66,7.46,0.57,-59.8,1.17,18.18,2.54,124.38,2.06,105.79,58.14,-0.62,-9.77,58.15
Karl Amon,14.0,42.0,36.8,5.0,10.0,-7.66,6.0,18.0,20.02,1.0,4.0,-50.47,0.0,0.0,-100.0,0.0,-0.0,-100.0,0.0,0.0,-100.0,0.0,0.0,-100.0,19.0,21.41,12.0,23.22,3.0,-38.57,0.0,-100.0,6.0,35.41,1.0,54.08,0.0,-100.0,94.7,18.99,1.0,-67.92,344.0,30.04,92.9,22.25,0.0,-100.0,0.0,-100.0,3.0,165.02,3.0,199.7,74.0,-0.0,14.84,74.0
Kayne Turner,8.5,25.5,-16.94,5.0,10.0,-7.66,5.0,15.0,0.02,3.0,12.0,48.59,1.5,1.5,128.31,1.0,-3.0,52.44,0.0,0.0,-100.0,0.0,0.0,-100.0,13.5,-13.73,8.0,-17.86,5.5,12.61,0.5,-11.82,4.5,1.56,0.0,-100.0,1.5,1.21,80.0,0.52,2.0,-35.84,178.5,-32.52,78.8,3.69,2.5,76.3,0.5,-49.49,0.5,-55.83,0.5,-50.05,61.0,-0.0,-5.33,61.0
Kyron Hayden,3.0,9.0,-70.69,8.0,16.0,47.74,4.0,12.0,-19.98,3.0,12.0,48.59,0.0,0.0,-100.0,3.0,-9.0,357.32,0.0,0.0,-100.0,0.0,0.0,-100.0,11.0,-29.71,7.0,-28.12,4.0,-18.1,0.0,-100.0,4.0,-9.73,0.0,-100.0,1.0,-32.52,81.8,2.78,1.0,-67.92,83.0,-68.62,100.0,31.59,2.0,41.04,2.0,102.02,0.0,-100.0,0.0,-100.0,40.0,-0.0,-37.92,40.0
Lachie Weller,11.5,34.5,12.37,7.0,14.0,29.27,6.0,18.0,20.02,3.0,12.0,48.59,0.5,0.5,-23.9,0.5,-1.5,-23.78,0.0,0.0,-100.0,0.5,0.5,290.62,18.5,18.22,13.5,38.62,2.0,-59.05,0.0,-100.0,6.0,35.41,0.5,-22.96,2.0,34.95,74.4,-6.52,6.0,92.49,426.0,61.04,68.65,-9.66,1.0,-29.48,1.0,1.01,3.5,209.19,3.5,249.65,78.0,-0.0,21.05,78.0
Lachie Young,8.0,24.0,-21.83,2.0,4.0,-63.07,6.5,19.5,30.03,1.5,6.0,-25.71,0.5,0.5,-23.9,1.5,-4.5,128.66,0.0,0.0,-100.0,0.0,0.0,-100.0,10.0,-36.1,10.0,2.68,2.0,-59.05,0.0,-100.0,6.5,46.69,0.0,-100.0,1.0,-32.52,83.35,4.73,3.5,12.29,181.0,-31.58,85.7,12.77,1.5,5.78,0.0,-100.0,0.5,-55.83,0.0,-100.0,49.5,-0.0,-23.18,49.5
Lachlan Cowan,5.0,15.0,-51.14,5.0,10.0,-7.66,4.0,12.0,-19.98,5.0,20.0,147.65,0.0,0.0,-100.0,0.0,-0.0,-100.0,0.0,0.0,-100.0,0.0,0.0,-100.0,10.0,-36.1,8.0,-17.86,2.0,-59.05,0.0,-100.0,4.0,-9.73,1.0,54.08,1.0,-32.52,90.0,13.09,1.0,-67.92,47.0,-82.23,80.0,5.27,0.0,-100.0,1.0,1.01,0.0,-100.0,0.0,-100.0,57.0,-0.0,-11.54,57.0
Lachlan Keeffe,4.4,13.2,-57.01,3.6,7.2,-33.52,3.26,9.78,-34.79,1.97,7.88,-2.43,0.51,0.51,-22.37,0.54,-1.62,-17.68,0.03,0.18,-78.1,0.0,0.0,-100.0,8.0,-48.88,4.94,-49.28,3.09,-36.73,0.94,65.78,2.31,-47.87,0.11,-83.05,0.54,-63.56,75.31,-5.37,0.6,-80.75,112.17,-57.6,80.76,6.27,1.43,0.85,1.06,7.07,0.0,-100.0,0.0,-100.0,38.37,-18.01,-40.45,37.13
Leek Aleer,6.14,18.42,-40.0,4.57,9.14,-15.6,4.29,12.87,-14.18,2.29,9.16,13.42,1.43,1.43,117.66,0.28,-0.84,-57.32,0.0,0.0,-100.0,0.0,0.0,-100.0,10.71,-31.56,5.28,-45.78,5.0,2.38,1.14,101.06,3.15,-28.91,0.0,-100.0,0.15,-89.88,81.3,2.15,2.43,-22.04,150.71,-43.03,82.25,8.23,1.72,21.3,0.57,-42.42,0.0,-100.0,0.0,-100.0,50.14,-10.33,-22.19,50.18
Lewis Melican,6.14,18.42,-40.0,2.86,5.72,-47.18,3.14,9.42,-37.19,2.86,11.44,41.65,0.57,0.57,-13.24,0.14,-0.42,-78.66,0.0,0.0,-100.0,0.0,0.0,-100.0,9.0,-42.49,5.43,-44.24,2.43,-50.25,0.0,-100.0,3.14,-29.14,0.28,-56.86,0.14,-90.55,80.01,0.53,1.86,-40.33,103.85,-60.74,79.51,4.63,1.28,-9.73,0.72,-27.27,0.0,-100.0,0.0,-100.0,45.14,-0.79,-29.95,45.15
Lewis Young,8.8,26.4,-14.01,4.06,8.12,-25.02,6.53,19.59,30.63,0.97,3.88,-51.96,0.52,0.52,-20.85,0.33,-0.99,-49.7,0.0,0.0,-100.0,0.0,0.0,-100.0,12.85,-17.89,8.06,-17.24,4.29,-12.16,0.8,41.09,5.73,29.32,0.24,-63.02,0.5,-66.26,74.29,-6.65,4.56,46.29,209.9,-20.65,68.23,-10.22,2.62,84.77,1.19,20.2,0.04,-96.47,0.04,-96.0,57.82,3.61,-10.27,57.52
